word,n_ratings,n,prop_known,rating,rating_sd
chamomile,12,13,0.9230769230769231,2.9166666666666665,1.880924981991251
champ,10,10,1,3.5,2.0138409955990952
champagne,16,16,1,3.625,1.746424919657298
champion,10,10,1,3.6,1.505545305418162
championship,10,10,1,4.4,1.577621275493231
chance,12,12,1,2.5833333333333335,1.378954368902449
chancellor,10,10,1,2.3,1.946506842754191
chandelier,11,11,1,3.6363636363636362,1.689540012709215
change,11,11,1,3.272727272727273,1.4893561757289013
changeable,10,10,1,3.9,2.64365067451978
changeless,10,10,1,3.2,2.250925735484551
channel,9,9,1,2.2222222222222223,1.092906420717
chant,11,11,1,5,1.7888543819998317
chaos,11,11,1,4.363636363636363,2.1105794120443453
chaotic,10,10,1,5.6,1.3498971154211057
chap,12,13,0.9230769230769231,3.8333333333333335,2.0375267241229382
chapel,10,10,1,3.8,2.2010098692292237
chaperone,13,13,1,3,1.8257418583505538
chaplain,11,11,1,2.727272727272727,1.1908743922772957
chaps,10,12,0.8333333333333334,4.2,2.0976176963403033
chapter,10,10,1,3.8,1.8737959096740262
char,10,11,0.9090909090909091,3.6,2.2211108331943574
character,10,10,1,2.7,1.2516655570345725
characteristic,10,10,1,4.3,2.5407785333546005
characterization,11,12,0.9166666666666666,3.090909090909091,1.9211738835693897
characterize,10,10,1,2.7,1.4181364924121764
charade,10,10,1,3.2,1.398411797560202
charcoal,10,10,1,2.7,1.4181364924121764
Chardonnay,10,11,0.9090909090909091,3,2.449489742783178
charge,11,11,1,4,1.8973665961010275
charger,11,11,1,4.636363636363637,1.689540012709215
chariot,18,18,1,3.6666666666666665,1.7489492643904123
charisma,10,10,1,3.7,1.636391694484477
charismatic,14,14,1,2.857142857142857,1.4600918230947435
charitable,10,10,1,3.4,1.505545305418162
charity,10,10,1,2.6,1.776388345929897
charlatan,10,11,0.9090909090909091,2.5,1.7795130420052185
charm,10,10,1,4.8,2.043961295567452
charming,10,10,1,4,2.1081851067789197
chart,10,10,1,4.1,1.449137674618944
charter,11,11,1,2.090909090909091,1.9211738835693897
chase,11,11,1,3.272727272727273,2.412090756622109
chaser,11,12,0.9166666666666666,4.454545454545454,2.018099916438052
chasing,9,9,1,4.333333333333333,2.1213203435596424
chassis,15,17,0.8823529411764706,3.8,1.9712215212183246
chastise,10,11,0.9090909090909091,4.2,1.9888578520235065
chastity,11,11,1,3.272727272727273,1.555050423035156
chat,10,10,1,4.4,2.2211108331943574
chatter,17,18,0.9444444444444444,5.411764705882353,1.5834623270468011
chatterbox,14,14,1,4.785714285714286,1.4769288003552106
chatty,10,10,1,5.5,1.509230856356236
chauffeur,10,10,1,1.8,1.6193277068654826
cheap,12,12,1,2.8333333333333335,1.5859229221975182
cheapen,10,11,0.9090909090909091,4.6,2.0110804171997807
cheapskate,10,10,1,3.1,1.3703203194062976
cheat,10,10,1,4,1.8856180831641267
cheater,13,13,1,3.8461538461538463,1.5191090506254998
check,11,11,1,4.181818181818182,1.7786613965666325
checkbook,10,10,1,3.3,1.946506842754191
checked,10,10,1,4.1,1.8529256146249728
checker,10,10,1,3,1.632993161855452
checklist,13,13,1,4.461538461538462,1.9839096340048947
checkmate,10,10,1,3.4,2.4129281427805145
checkout,12,12,1,3.5,1.9771421064483223
checkpoint,11,11,1,4.090909090909091,2.2115399817568506
checkup,10,10,1,4.2,2.043961295567452
cheddar,10,10,1,3.5,2.273030282830976
cheek,10,10,1,4,1.5634719199411433
cheekbone,10,10,1,3.6,2.3664319132398464
cheeky,10,10,1,5.4,1.6465452046971292
cheep,10,11,0.9090909090909091,4.9,2.0248456731316584
cheer,11,11,1,5.2727272727272725,1.618079669911781
cheerful,10,10,1,5.1,1.7919573407620817
cheerio,12,12,1,3.4166666666666665,2.274696116900546
cheery,12,12,1,4.833333333333333,1.1934162828797101
cheese,13,13,1,3.8461538461538463,2.409915415049314
cheesecake,11,11,1,5,2.04939015319192
cheesy,10,10,1,6,1.5634719199411433
cheetah,10,10,1,3.5,1.35400640077266
chef,10,10,1,2.5,1.8408935028645435
chemical,10,10,1,4.1,1.1972189997378648
chemist,10,10,1,3.2,1.398411797560202
chemistry,11,11,1,4.909090909090909,1.9725387425622574
chemo,10,10,1,3.7,1.946506842754191
cherish,10,10,1,2.5,1.2692955176439846
cherry,12,12,1,3.75,2.0943647333651407
cherub,12,14,0.8571428571428572,3.3333333333333335,1.9227505550564006
chess,10,10,1,3.5,1.5811388300841898
chessboard,11,12,0.9166666666666666,3.8181818181818183,2.3587361793206894
chest,13,13,1,3.6153846153846154,1.9806758753205742
chestnut,10,10,1,4.7,1.636391694484477
chew,10,10,1,4.8,2.3944379994757297
chewy,10,10,1,5.2,1.6193277068654826
chic,11,11,1,4.545454545454546,2.1616492020508953
chick,10,10,1,4,1.7638342073763937
chickadee,11,12,0.9166666666666666,4.363636363636363,1.9632996344280855
chicken,10,10,1,4.7,2.263232692902394
chief,10,10,1,4.5,2.1213203435596424
child,10,10,1,4.6,2.4585451886114367
childbirth,13,13,1,4.3076923076923075,2.657837949180229
childhood,10,10,1,4,2.449489742783178
childish,10,10,1,4.7,0.9486832980505138
childlike,13,13,1,4.461538461538462,1.5607361839521232
children,10,10,1,3.2,2.3475755815545347
chili,10,10,1,4,1.9436506316151
chill,10,10,1,4.5,1.7795130420052185
chilling,10,10,1,5,1.699673171197595
chilly,10,10,1,5.3,2.2135943621178655
chime,10,10,1,6.2,1.3165611772087666
chimney,10,10,1,3.4,2.3190036174568114
chimp,11,12,0.9166666666666666,3.909090909090909,2.165850662190053
chimpanzee,10,10,1,2.8,2.0976176963403033
chin,10,10,1,3.6,1.9550504398153574
china,10,10,1,3,2.211083193570267
chinchilla,10,10,1,3.6,1.837873166945363
Chinese,10,10,1,2.6,1.577621275493231
chink,10,12,0.8333333333333334,5.3,1.766981104093143
chip,10,10,1,5.2,2.3475755815545347
chipmunk,11,11,1,4,1.5491933384829668
chipper,10,10,1,4,1.632993161855452
chiropractor,10,10,1,3.7,2.406010991015812
chirp,11,11,1,6.454545454545454,0.8201995322647244
chirrup,10,11,0.9090909090909091,4.6,1.9550504398153574
chisel,10,11,0.9090909090909091,4.9,1.911950719959998
chitchat,10,10,1,5.7,1.8287822299126937
chivalry,10,10,1,2.7,1.70293863659264
chive,10,11,0.9090909090909091,2.7,2.057506581601462
chlorine,10,10,1,2.2,1.8135294011647258
chloroform,10,11,0.9090909090909091,2.6,1.6465452046971292
chocolate,11,11,1,2.4545454545454546,1.7529196424044293
choice,13,13,1,2.769230769230769,1.640825308284734
choir,10,10,1,2.9,1.286683937707919
choke,10,10,1,4.3,1.8287822299126937
choking,10,10,1,6.2,1.0327955589886444
cholera,12,13,0.9230769230769231,3.1666666666666665,2.0375267241229382
cholesterol,10,10,1,3.2,2.043961295567452
chomp,11,11,1,6.090909090909091,1.4459976109624424
choo-choo,11,11,1,6,1.9493588689617927
choose,10,10,1,2.7,2.057506581601462
choosy,10,10,1,4.3,1.766981104093143
chop,10,10,1,5.5,1.9578900207451218
chopped,10,10,1,5.7,1.4944341180973264
chopper,10,10,1,6.6,0.5163977794943222
choppy,10,10,1,5.7,1.1595018087284057
chopstick,11,11,1,5.2727272727272725,1.8488325554743508
chord,10,10,1,3.3,1.636391694484477
chore,11,11,1,4.181818181818182,1.7215215257545762
choreograph,10,10,1,3.1,1.66332999331662
chortle,11,12,0.9166666666666666,5.818181818181818,1.5374122295716148
chorus,10,10,1,3.5,2.3213980461973533
chose,13,13,1,2.8461538461538463,1.7722938923964167
chosen,10,10,1,3.8,1.9321835661585918
chowder,13,14,0.9285714285714286,3.6153846153846154,1.6092680291808414
christen,11,11,1,3,1.7320508075688772
christening,10,11,0.9090909090909091,3.7,1.636391694484477
Christmas,10,10,1,4.5,2.718251071716682
chrome,13,13,1,3.3076923076923075,2.0568833780186058
chromium,10,12,0.8333333333333334,2,1.247219128924647
chromosome,11,11,1,3.8181818181818183,2.482667187449088
chronic,12,12,1,4.333333333333333,1.775250729197189
chronicle,10,10,1,3.5,2.0138409955990952
chrysanthemum,11,12,0.9166666666666666,2.5454545454545454,1.6348477827391983
chubby,10,10,1,5.4,1.837873166945363
chuck,11,11,1,5.090909090909091,1.7580981459830651
chuckle,10,10,1,5,2.309401076758503
chug,10,10,1,5.8,1.8737959096740262
chum,12,12,1,4.666666666666667,2.0150945537631877
chump,11,11,1,5.181818181818182,1.4012980994907414
chunk,10,10,1,5.3,1.0593499054713802
chunky,10,10,1,5.8,0.9189365834726815
church,12,12,1,4,1.5374122295716148
churn,11,11,1,4.909090909090909,1.7002673586554236
churning,11,12,0.9166666666666666,5.2727272727272725,1.7372915179041823
chute,10,10,1,4.8,2.3944379994757297
cider,10,10,1,3.7,2.1628170930011112
cigar,10,10,1,2.7,2.057506581601462
cigarette,11,11,1,4,2.3664319132398464
cinch,10,12,0.8333333333333334,4.2,2.250925735484551
cinder,11,11,1,4.363636363636363,1.747725795010606
cinema,11,11,1,3.272727272727273,1.4206272622267313
cinnamon,18,18,1,3,1.8470962903655979
cipher,11,11,1,4.363636363636363,2.335496832484569
circle,11,11,1,3.272727272727273,2.101947149236112
circuit,11,11,1,3.727272727272727,1.7372915179041823
circular,10,10,1,5.2,1.398411797560202
circulate,12,12,1,4.75,1.6583123951777
circumcise,11,11,1,3.4545454545454546,2.0670576365276494
circumference,11,11,1,3.5454545454545454,1.7529196424044293
circumscribe,10,11,0.9090909090909091,2.7,2.0027758514399734
circumspect,11,11,1,3.6363636363636362,1.8586407545691703
circumstance,10,10,1,2.5,1.8408935028645435
circumstanced,10,10,1,2.1,0.9944289260117533
circumstantial,11,11,1,3.5454545454545454,2.018099916438052
circus,12,12,1,3.75,1.815338686155987
cirque,10,10,1,3.2,1.9321835661585918
citadel,12,14,0.8571428571428572,3.75,1.9128750375000738
citation,11,11,1,2.727272727272727,1.1037127426019047
cite,11,12,0.9166666666666666,2.909090909090909,1.6403990645294488
citizen,13,13,1,3.3076923076923075,1.702185623672077
citizenship,10,10,1,4,2.5385910352879693
citrus,10,10,1,3.8,1.6865480854231356
city,11,11,1,2.727272727272727,2.053821272209882
civic,10,10,1,3.5,2.1213203435596424
civics,10,10,1,3,1.5634719199411433
civil,12,12,1,3.3333333333333335,1.6696942198734437
civilian,10,10,1,3.4,2.3190036174568114
civility,10,10,1,3.1,1.9692073983655907
civilized,10,10,1,3.7,1.888562063228706
civilly,15,17,0.8823529411764706,3.2666666666666666,1.98086080374405
clack,12,13,0.9230769230769231,6.083333333333333,1.8319554050414562
clad,14,17,0.8235294117647058,3.7142857142857144,1.5898026693500447
claim,10,10,1,3.9,1.7919573407620817
clairvoyance,11,13,0.8461538461538461,4.2727272727272725,2.3276988246295565
clam,11,11,1,4.363636363636363,2.062654952856986
clammy,10,10,1,5.6,0.9660917830792959
clamor,10,11,0.9090909090909091,4.1,2.1317702607092643
clamp,12,12,1,5.916666666666667,0.9962049198956219
clan,10,10,1,5,1.247219128924647
clandestine,10,12,0.8333333333333334,3.2,1.7511900715418263
clang,10,10,1,5.4,2.0110804171997807
clanging,10,10,1,5.5,1.4337208778404378
clangor,10,12,0.8333333333333334,2.9,2.1317702607092643
clank,11,11,1,6.363636363636363,1.2060453783110545
clap,10,10,1,6.1,1.5951314818673865
clapper,11,11,1,5.454545454545454,1.6348477827391983
clarify,10,10,1,3.8,1.4757295747452437
clarinet,11,11,1,2.1818181818181817,1.0787197799411874
clarity,10,10,1,3.8,1.9888578520235065
clash,10,10,1,5.3,2.0027758514399734
clasp,10,10,1,5.3,1.1595018087284057
clasping,11,11,1,4.909090909090909,1.513574937328539
class,11,11,1,3,2.0976176963403033
classic,11,11,1,4.090909090909091,1.6403990645294488
classical,10,10,1,4.3,2.5841396591085743
classify,10,10,1,4.5,1.5811388300841898
classism,10,10,1,3.5,2.223610677354389
classless,11,11,1,2.909090909090909,1.7002673586554236
classmate,12,12,1,3.5,1.9771421064483223
classroom,10,10,1,3.4,2.3190036174568114
classy,10,10,1,4.5,1.9578900207451218
clatter,11,11,1,5.454545454545454,2.018099916438052
clause,11,11,1,1.8181818181818181,0.873862897505303
claustrophobia,11,11,1,4.363636363636363,2.062654952856986
claustrophobic,10,10,1,4,2.160246899469287
claw,10,10,1,5.5,0.8498365855987975
clawed,10,10,1,5,1.5634719199411433
clay,10,10,1,3.5,2.0138409955990952
clean,12,12,1,3.5833333333333335,2.0207259421636903
cleaner,12,12,1,3.1666666666666665,2.367712103711219
cleanly,11,11,1,4.7272727272727275,1.7372915179041823
cleanse,10,10,1,4.9,2.2335820757001272
cleanser,10,10,1,5.2,1.1352924243950935
clear,10,11,0.9090909090909091,4,1.4907119849998598
clearance,10,10,1,3,1.8856180831641267
clearing,10,10,1,4.2,1.9321835661585918
clearly,10,10,1,4.7,2.110818693198342
cleat,13,13,1,3.076923076923077,1.7541160386140584
cleavage,11,11,1,4,1.61245154965971
cleave,14,15,0.9333333333333333,4.214285714285714,2.006856379383569
cleaver,10,11,0.9090909090909091,4.3,2.0027758514399734
cleavers,11,11,1,3.8181818181818183,1.5374122295716148
cleft,10,10,1,3.1,0.8755950357709131
clemency,14,16,0.875,3.0714285714285716,1.6854255666327542
clench,10,10,1,5.7,1.2516655570345725
clergy,10,10,1,2.6,0.9660917830792959
clerk,10,10,1,3.6,2.2211108331943574
clever,10,10,1,4,1.699673171197595
click,10,10,1,6.7,0.6749485577105528
client,10,10,1,3.3,1.4181364924121764
cliff,10,10,1,4.3,2.2135943621178655
climate,10,10,1,3.9,2.1317702607092643
climax,10,10,1,4,1.632993161855452
climb,10,10,1,4.3,2.057506581601462
climber,12,12,1,4.416666666666667,1.781640374554423
clinch,10,10,1,5.4,1.2649110640673518
cling,10,10,1,5.3,1.2516655570345725
clingy,10,10,1,4.7,1.3374935098492586
clinic,10,10,1,2.6,2.0110804171997807
clinical,14,14,1,3.9285714285714284,1.9792883614022534
clink,11,11,1,5.909090909090909,1.7580981459830651
clinker,10,10,1,5.3,1.636391694484477
clip,10,10,1,4.7,1.636391694484477
clip-clop,10,10,1,6,1.4907119849998598
clipboard,10,10,1,4.1,2.0248456731316584
clipped,10,10,1,4.6,2.1705094128132942
clipper,11,11,1,4.363636363636363,1.9116865471476894
clipping,10,10,1,5.3,1.4944341180973264
clique,10,11,0.9090909090909091,4.6,2.1705094128132942
clitoris,11,11,1,3.3636363636363638,1.8040358795061295
cloak,10,10,1,3.7,1.5670212364724212
clobber,10,10,1,5.6,1.776388345929897
clock,10,10,1,4.1,2.5144029554194813
clockwork,10,10,1,4.9,1.66332999331662
clod,13,15,0.8666666666666667,5,0.816496580927726
clog,10,10,1,5,1.632993161855452
cloister,10,11,0.9090909090909091,3.7,1.70293863659264
clomp,10,11,0.9090909090909091,6.4,1.2649110640673518
clone,11,11,1,4.545454545454546,2.46429041972071
clonk,10,12,0.8333333333333334,5.4,2.1705094128132942
clop,11,12,0.9166666666666666,4.7272727272727275,2.195035721390843
close,10,10,1,3.9,2.2335820757001272
closed,10,10,1,4.1,2.1317702607092643
closer,11,11,1,4.090909090909091,1.4459976109624424
closet,10,10,1,2.7,1.4944341180973264
closure,10,10,1,4.2,1.6865480854231356
clot,10,10,1,4,1.699673171197595
cloth,11,11,1,4.181818181818182,2.1362669223756576
clothes,11,11,1,3,1.9493588689617927
clothing,10,10,1,4.4,2.270584848790187
cloud,10,10,1,5,2.260776661041756
clouded,12,12,1,4.416666666666667,1.880924981991251
cloudy,11,11,1,5,2
clout,11,12,0.9166666666666666,3.5454545454545454,1.6348477827391983
clove,14,14,1,3.4285714285714284,1.3424596091494903
clover,10,10,1,3.4,2.065591117977289
clown,11,11,1,3.5454545454545454,1.8090680674665818
club,10,10,1,4.3,2.0027758514399734
clubhouse,11,11,1,3.8181818181818183,2.088931871468374
cluck,11,11,1,5.454545454545454,1.694912172570388
clue,12,12,1,2.25,1.3568010505999362
clueless,10,10,1,4.3,2.0027758514399734
clump,10,10,1,4.7,2.110818693198342
clumsy,11,11,1,4.818181818181818,1.5374122295716148
clunk,10,10,1,6.8,0.4216370213557839
clunker,13,13,1,5.230769230769231,1.739436985245808
cluster,10,10,1,5.1,1.728840330651992
clutch,13,13,1,4.923076923076923,1.6563785025137654
clutter,10,10,1,4.9,1.9692073983655907
coach,12,12,1,3.0833333333333335,1.4433756729740645
coagulate,12,14,0.8571428571428572,4.583333333333333,1.4433756729740645
coal,10,10,1,3.3,2.057506581601462
coarse,11,11,1,5.363636363636363,1.5666989036012806
coarsen,9,11,0.8181818181818181,3.111111111111111,1.6158932858054431
coast,12,12,1,4.416666666666667,1.3113721705515067
coastal,10,10,1,3.4,1.8973665961010275
coaster,10,10,1,3.1,1.7919573407620817
coastline,12,12,1,4.583333333333333,2.314316444667973
coat,11,11,1,3,1.4832396974191326
coated,15,15,1,3.8,1.9346465162548798
coating,9,9,1,3.111111111111111,1.964971020425266
coax,10,10,1,3.2,1.9888578520235065
cob,11,11,1,4.454545454545454,2.018099916438052
cobalt,10,11,0.9090909090909091,2.6,2.2211108331943574
cobbler,10,10,1,3.1,1.66332999331662
cobblestone,10,10,1,4.3,2.0027758514399734
cobra,12,12,1,3.9166666666666665,2.108783937953269
cobweb,10,10,1,3.4,2.756809750418044
cocaine,11,11,1,3.727272727272727,2.3702704103502237
cock,10,10,1,3.1,1.5238839267549948
cock-a-doodle-doo,10,10,1,6.2,1.9321835661585918
cockatiel,10,11,0.9090909090909091,2.9,1.9692073983655907
cockatoo,11,12,0.9166666666666666,5,2.1447610589527217
cockfight,10,10,1,4.8,2.3475755815545347
cockpit,11,12,0.9166666666666666,3.3636363636363638,2.1105794120443453
cockroach,10,10,1,3.8,1.7511900715418263
cocktail,10,10,1,3.6,2.2211108331943574
cocky,10,10,1,4.7,1.70293863659264
cocoa,10,10,1,3.5,2.173067468400883
coconut,10,10,1,3.6,2.0110804171997807
cocoon,10,10,1,3.3,2.496664441476534
cod,10,10,1,2.8,1.7511900715418263
coddle,11,11,1,3.4545454545454546,2.1616492020508953
code,12,12,1,3.5,1.6787441193290353
codeine,11,12,0.9166666666666666,2.6363636363636362,0.9244162777371754
coding,10,10,1,2.7,1.888562063228706
coed,10,10,1,3.2,1.9321835661585918
coerce,10,11,0.9090909090909091,2.8,1.9321835661585918
coercion,10,11,0.9090909090909091,3.7,2.3118054512532935
coercive,11,12,0.9166666666666666,3.1818181818181817,1.1677484162422844
coffee,10,10,1,4.6,2.1186998109427604
coffin,10,10,1,2.8,2.440400695696417
cog,10,10,1,4.3,2.057506581601462
cognac,12,12,1,2.8333333333333335,1.5859229221975182
cognition,11,11,1,3,2.04939015319192
cognitive,11,11,1,3.6363636363636362,2.157439559882375
cognizable,13,15,0.8666666666666667,2.6153846153846154,1.8946618668626838
coil,10,10,1,4.4,1.9550504398153574
coin,10,10,1,3.7,2.1628170930011112
coincide,10,10,1,3.5,1.5811388300841898
coincidence,11,11,1,2.3636363636363638,1.1200649331826502
coincidental,11,11,1,3.5454545454545454,2.2522715805886446
coke,11,11,1,3.6363636363636362,1.8040358795061295
cola,10,10,1,4.3,2.1628170930011112
colander,15,17,0.8823529411764706,3,1.8516401995451028
cold,15,15,1,4.866666666666666,2.0307165050320353
coleslaw,13,13,1,2.6923076923076925,2.3588350014578308
colic,16,19,0.8421052631578947,3.875,1.746424919657298
coliseum,10,11,0.9090909090909091,3,1.7638342073763937
collaborate,11,11,1,2.8181818181818183,1.9908883353006928
collage,12,12,1,3.25,1.3568010505999362
collapse,10,10,1,4.6,1.6465452046971292
collapsible,11,11,1,4.090909090909091,1.7580981459830651
collar,10,10,1,3.6,1.837873166945363
collarbone,10,11,0.9090909090909091,4.1,2.183269719175042
collateral,11,11,1,3.5454545454545454,1.916436086262016
colleague,11,11,1,2.727272727272727,1.8488325554743508
collect,10,10,1,3.3,1.766981104093143
collected,10,10,1,2.8,1.398411797560202
collection,10,10,1,3.1,1.728840330651992
collective,10,10,1,3.6,1.8973665961010275
collectivism,10,10,1,4,1.7638342073763937
collector,11,11,1,3.909090909090909,1.868397465987655
college,10,10,1,2.7,1.5670212364724212
collide,10,10,1,5,1.632993161855452
collie,10,12,0.8333333333333334,2.4,1.2649110640673518
collision,11,11,1,4.636363636363637,0.8090398349558905
colloquial,10,12,0.8333333333333334,1.8,1.7511900715418263
cologne,11,11,1,4,1.61245154965971
colon,10,10,1,2.5,1.5811388300841898
colonel,10,11,0.9090909090909091,2.6,1.0749676997731399
colonoscopy,12,12,1,2.8333333333333335,1.7494587907710375
colony,10,10,1,2.2,1.2292725943057183
color,10,10,1,3.2,1.6865480854231356
colored,10,10,1,2.8,2.0976176963403033
colorful,10,10,1,4.1,1.5238839267549948
coloring,10,10,1,3.2,1.7511900715418263
colorless,10,10,1,4.1,1.911950719959998
colossal,11,11,1,4.909090909090909,1.9725387425622574
colt,10,11,0.9090909090909091,3.4,1.776388345929897
column,12,12,1,3.9166666666666665,2.274696116900546
columnist,10,11,0.9090909090909091,2.8,1.8135294011647258
coma,10,10,1,2.6,1.9550504398153574
comatose,10,10,1,4.3,1.4181364924121764
comb,11,11,1,3.8181818181818183,1.6011359603844901
combat,11,11,1,4.181818181818182,1.6011359603844901
combative,13,13,1,3.5384615384615383,1.7614096918559585
combination,10,10,1,3.8,1.9888578520235065
combine,10,10,1,4.1,1.449137674618944
combined,10,10,1,3.7,1.70293863659264
combo,10,10,1,3.7,1.3374935098492586
combustion,10,10,1,5.1,1.5238839267549948
come,10,10,1,1.6,1.2649110640673518
comedian,13,13,1,4.153846153846154,2.192645048267573
comedy,10,10,1,4.5,2.068278940998476
comes,10,10,1,3.4,1.6465452046971292
comet,10,10,1,3.9,2.1317702607092643
comfort,10,10,1,2.9,1.7919573407620817
comfortable,11,11,1,4.181818181818182,1.5374122295716148
comforter,10,10,1,3.9,2.183269719175042
comforting,10,10,1,3.5,2.223610677354389
comfy,11,12,0.9166666666666666,5.181818181818182,1.3280197150781925
comic,11,11,1,3.3636363636363638,1.9632996344280855
comical,11,11,1,3.5454545454545454,2.1148823307047775
coming,13,13,1,3.076923076923077,2.5318484177091665
comma,10,10,1,4,2.211083193570267
command,10,10,1,4,2.4037008503093262
commemorative,11,11,1,2.3636363636363638,1.8040358795061295
commence,11,11,1,2.4545454545454546,1.916436086262016
commencement,11,12,0.9166666666666666,3.272727272727273,1.954016841836789
commend,10,10,1,3.7,1.946506842754191
commendable,11,11,1,3.3636363636363638,2.013590190318143
commensurable,10,11,0.9090909090909091,3.2,1.7511900715418263
comment,10,10,1,2.9,1.449137674618944
commentary,9,9,1,3.111111111111111,1.6914819275153699
commerce,10,10,1,3.4,1.505545305418162
commercial,10,10,1,3.4,2.0110804171997807
commie,13,15,0.8666666666666667,2.923076923076923,1.8009968749527978
commingle,11,11,1,3.8181818181818183,2.3159525823376357
commiserate,10,11,0.9090909090909091,3.4,2.0110804171997807
commission,10,10,1,3,1.9436506316151
commit,10,10,1,3.2,1.5491933384829668
commitment,10,10,1,3,2.1081851067789197
committal,12,12,1,3.25,1.815338686155987
committee,10,10,1,3.3,1.3374935098492586
commodity,10,10,1,4.6,1.3498971154211057
common,11,11,1,2.8181818181818183,1.8877596148970779
commonality,10,10,1,3.7,1.70293863659264
commonalty,10,11,0.9090909090909091,3.7,1.70293863659264
commoner,13,13,1,4.6923076923076925,1.5483655567842813
commonly,10,10,1,2.3,1.4181364924121764
commonplace,12,12,1,5.166666666666667,2.443296332763787
commonwealth,10,11,0.9090909090909091,4.8,1.1352924243950935
commotion,10,10,1,4.2,2.250925735484551
communalize,11,12,0.9166666666666666,2.4545454545454546,1.5075567228888183
communicate,10,10,1,2.6,1.577621275493231
communication,10,10,1,2.2,1.3165611772087666
communicative,10,10,1,3.8,1.9888578520235065
communion,11,11,1,3,1.7888543819998317
communism,10,10,1,3.6,1.837873166945363
communist,10,10,1,3,1.7638342073763937
community,13,13,1,3.8461538461538463,2.2673829938997163
commute,11,11,1,2.5454545454545454,1.7529196424044293
compact,10,10,1,4.1,1.728840330651992
compactor,13,13,1,4.3076923076923075,1.8432134703923735
companion,10,10,1,4.1,2.0789954839350235
companionable,10,10,1,3.6,2.2211108331943574
companionship,12,12,1,4,2.2962419891481978
company,17,17,1,3.5294117647058822,1.9722337291388516
comparable,10,10,1,2.9,2.2335820757001272
comparative,10,10,1,3.9,1.7919573407620817
compare,10,10,1,2.7,1.3374935098492586
comparison,10,10,1,3.5,2.223610677354389
compartment,10,10,1,3.5,1.509230856356236
compass,10,10,1,4.3,1.4944341180973264
compassion,10,11,0.9090909090909091,4,2.1081851067789197
compassionate,10,10,1,2.7,1.946506842754191
compatible,10,10,1,3.5,2.4608038433722332
compel,10,11,0.9090909090909091,3.3,1.888562063228706
compelling,10,10,1,3.2,1.7511900715418263
compensate,14,14,1,2.357142857142857,1.3363062095621219
compensation,11,11,1,3.272727272727273,1.555050423035156
compete,11,11,1,3.272727272727273,1.954016841836789
competence,10,10,1,3.5,1.5811388300841898
competency,14,15,0.9333333333333333,2.2142857142857144,0.8925823753039809
competent,10,10,1,3.4,1.8973665961010275
competition,16,16,1,3.5625,1.8607794065928396
competitive,10,10,1,3.1,2.0248456731316584
competitor,10,10,1,5,1.9436506316151
compilation,10,10,1,2.9,1.5951314818673865
compile,10,10,1,3.5,1.5811388300841898
complacency,11,11,1,2.3636363636363638,1.1200649331826502
complacent,10,10,1,3.3,1.4944341180973264
complain,10,10,1,3.6,1.8973665961010275
complaint,11,11,1,3.3636363636363638,1.9632996344280855
complement,11,11,1,3.090909090909091,1.513574937328539
complete,11,11,1,3.090909090909091,1.7580981459830651
completion,10,10,1,3.6,2.6331223544175333
complex,11,11,1,4.181818181818182,1.4709304414677002
complexion,10,10,1,2.9,1.9692073983655907
compliance,10,10,1,2.6,1.7126976771553504
complicate,11,11,1,2.090909090909091,1.9211738835693897
complication,11,11,1,3.272727272727273,1.7372915179041823
complicity,10,10,1,3.5,2.0138409955990952
compliment,11,11,1,2.8181818181818183,1.8877596148970779
complimentary,12,12,1,2.75,1.4222261679238197
comply,10,10,1,3.4,1.7126976771553504
component,12,12,1,2.4166666666666665,1.5642792899510294
compose,11,11,1,3,1.7888543819998317
composer,11,11,1,3.5454545454545454,1.4396969378057567
compost,11,11,1,3.8181818181818183,1.7215215257545762
composure,10,10,1,3.8,1.4757295747452437
compound,10,10,1,3.6,1.7126976771553504
comprehend,10,10,1,2.9,1.8529256146249728
comprehensible,10,10,1,3,1.9436506316151
comprehension,10,10,1,2.3,1.2516655570345725
comprehensive,11,11,1,3.272727272727273,2.101947149236112
compress,10,10,1,4.6,2.0110804171997807
comprise,10,10,1,3,2.494438257849294
compromise,10,10,1,2.7,1.3374935098492586
compulsion,11,11,1,3.1818181818181817,1.9908883353006928
compulsive,10,10,1,3.4,2.0110804171997807
computation,10,10,1,3.9,2.282785822435191
compute,10,10,1,3.5,1.509230856356236
computer,11,11,1,3.909090909090909,1.7580981459830651
computerize,10,10,1,3.3,1.946506842754191
comrade,11,11,1,3.3636363636363638,2.1105794120443453
con,11,11,1,3.272727272727273,2.053821272209882
concave,10,10,1,4.5,1.0801234497346435
conceal,10,10,1,2.5,1.90029237516523
concealment,13,13,1,3.8461538461538463,1.9513309067639726
concede,10,10,1,2.3,1.3374935098492586
conceit,10,11,0.9090909090909091,3.6,2.1705094128132942
conceited,11,11,1,3.8181818181818183,1.9908883353006928
conceivable,10,10,1,3,1.8257418583505538
conceive,10,10,1,3.1,1.9692073983655907
concentrate,9,9,1,2.7777777777777777,1.2018504251546631
concentration,10,10,1,2.9,2.0248456731316584
concept,10,10,1,3,0.816496580927726
conceptual,10,10,1,3.1,1.728840330651992
conceptualism,11,11,1,3.909090909090909,1.9725387425622574
conceptualize,10,10,1,3.1,1.5951314818673865
concern,10,11,0.9090909090909091,4.3,0.8232726023485646
